Supplementary Table 2. GAS strains used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Assembly statistics,,,,,,,Mapping statistics (subsampled),,,,
33185V1T1,7622_7_90,Fiji,Oceania ,M74,ST120,9,2006,74,emm74.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900992655,22,1741829,189420,258,,ERS086698,1350000,100,33,35.7,73
33193V1T1,7622_7_91,Fiji,Oceania ,E3,ST192,53,2006,25,emm25.1,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900992675,35,1890678,266243,244,,ERS086699,1350000,100,33,35.7,73
33202V1T1,7622_7_92,Fiji,Oceania ,D4,ST3,39,2006,33,emm33.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900992685,18,1751362,222406,255,,ERS086700,1350000,100,33,35.7,73
20004V1S1,8113_6_1,Fiji,Oceania ,M105,ST954,42,2006,105,emm105.0,swab,ND,0,Lees et al 2016 (26),,GCA_900992695,29,1766260,167284,244,,ERS140282,1350000,100,33,35.8,73
20028V1I1,8113_6_10,Fiji,Oceania ,E6,ST995,88,2006,81,emm81.3,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992705,24,1751271,148633,252,,ERS140291,1350000,100,33,35.9,73
20033V1I1,8113_6_11,Fiji,Oceania ,E6,ST995,88,2006,81,emm81.3,Gynaecological,iGAS,1,Lees et al 2016 (26),,GCA_900992715,19,1751195,163072,248,,ERS140462,1350000,100,33,35.8,73
20034V1I1,8113_6_12,Fiji,Oceania ,E2,ST353,70,2006,76,emm76.4,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992735,12,1727607,289384,262,,ERS140293,1350000,100,33,35.7,73
20051V1I1,8113_6_13,Fiji,Oceania ,E2,ST353,70,2006,76,emm76.4,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992725,16,1727992,289496,245,,ERS140294,1350000,100,33,35.8,73
20057V1I1,8113_6_14,Fiji,Oceania ,M105,ST954,42,2006,105,emm105.0,Blood,Pneumonia,1,Lees et al 2016 (26),,GCA_900992745,20,1763707,194751,247,,ERS140538,1350000,100,33,35.8,73
20058V1I1,8113_6_15,Fiji,Oceania ,M18,ST535,86,2006,18,emm18.22,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992775,12,1719086,224294,242,,ERS140296,1350000,100,33,35.8,73
20059V1I1,8113_6_16,Fiji,Oceania ,E3,ST176,16,2006,58,emm58.0,Blood,Pneumonia,1,Lees et al 2016 (26),,GCA_900992755,22,1819181,252030,251,,ERS140297,1350000,100,33,35.8,73
20061V1I1,8113_6_17,Fiji,Oceania ,E2,ST353,70,2006,76,emm76.4,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992765,10,1725891,289450,248,,ERS140464,1350000,100,33,35.9,73
20064V1I1,8113_6_18,Fiji,Oceania ,M57,ST1025,73,2006,57,emm57.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992785,29,1765820,170931,247,,ERS140299,1350000,100,33,35.8,73
20065V1I1,8113_6_19,Fiji,Oceania ,E3,ST148,102,2006,113,emm113.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992805,18,1725789,229850,240,,ERS140300,1350000,100,33,35.9,73
20006V1I1,8113_6_2,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992795,19,1737845,248797,243,,ERS140459,1350000,100,33,35.8,73
20066V1I1,8113_6_20,Fiji,Oceania ,D4,ST3,39,2006,33,emm33.0,Blood,Arthritis,1,Lees et al 2016 (26),,GCA_900992815,16,1753589,239853,230,,ERS140465,1350000,100,33,35.9,73
20068V1I1,8113_6_21,Fiji,Oceania ,D3,ST325,54,2006,123,emm123.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992825,14,1732610,177787,259,,ERS140302,1350000,100,33,35.9,73
20071V1I1,8113_6_22,Fiji,Oceania ,E4,ST957,43,2006,73,emm73.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992835,17,1765214,231987,241,,ERS140303,1350000,100,33,35.8,73
20077V1I1,8113_6_23,Fiji,Oceania ,E1,ST193,80,2006,60,emm60.7,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992845,16,1799523,186121,244,,ERS140520,1350000,100,33,35.9,73
20079V1I1,8113_6_24,Fiji,Oceania ,E2,ST789,76,2006,104,emm104.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992855,18,1724544,175000,253,,ERS140305,1350000,100,33,35.7,73
20081V1I1,8113_6_25,Fiji,Oceania ,D4,ST11,19,2006,53,emm53.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992875,36,1769143,94603,258,,ERS140306,1350000,100,33,35.7,73
20085V1I1,8113_6_26,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,Blood,Necrotising fasciitis,1,Lees et al 2016 (26),,GCA_900992885,19,1700341,243840,255,,ERS140467,1350000,100,33,35.8,73
20086V1I1,8113_6_27,Fiji,Oceania ,D4,ST3,39,2006,33,emm33.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992865,18,1753361,239842,254,,ERS140308,1350000,100,33,35.8,73
20095V1I1,8113_6_29,Fiji,Oceania ,E4,ST957,43,2006,73,emm73.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900992895,17,1723231,232069,264,,ERS140468,1350000,100,33,35.8,73
20011V1S1,8113_6_3,Fiji,Oceania ,E2,ST993,142,2006,68,emm68.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900992915,20,1802253,193529,250,,ERS140284,1350000,100,33,35.8,73
20097V1I1,8113_6_30,Fiji,Oceania ,E2,ST140,78,2006,106,emm106.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992905,17,1685525,143300,245,,ERS140311,1350000,100,33,35.8,73
20098V1I1,8113_6_31,Fiji,Oceania ,E2,ST140,78,2006,106,emm106.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992925,17,1685494,183753,242,,ERS140312,1350000,100,33,35.7,73
20099V1I1,8113_6_32,Fiji,Oceania ,D4,ST180,84,2006,52,emm52.1,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992945,11,1718003,240596,251,,ERS140521,1350000,100,33,35.8,73
20109V1I1,8113_6_33,Fiji,Oceania ,D2,ST119,34,2006,100,emm100.0,Blood,Necrotising fasciitis,1,Lees et al 2016 (26),,GCA_900992935,25,1765276,135498,250,,ERS140314,1350000,100,33,35.9,73
20110V1I1,8113_6_34,Fiji,Oceania ,E2,ST353,70,2006,76,emm76.4,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992955,9,1726004,301634,259,,ERS140315,1350000,100,33,35.8,73
20111V1I1,8113_6_35,Fiji,Oceania ,E3,ST872,122,2006,15,emm15.1,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992965,23,1712144,207280,254,,ERS140470,1350000,100,33,35.6,73
20113V1I1,8113_6_36,Fiji,Oceania ,D2,ST119,34,2006,100,emm100.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900992975,29,1760228,166508,242,,ERS140317,1350000,100,33,35.9,73
20116V1I1,8113_6_37,Fiji,Oceania ,D2,ST119,34,2006,100,emm100.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900992985,24,1720721,207258,239,,ERS140318,1350000,100,33,35.8,73
20123V1I1,8113_6_38,Fiji,Oceania ,D2,ST119,34,2006,100,emm100.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993005,33,1800996,132860,253,,ERS140471,1350000,100,33,35.7,73
20008V1I1,8113_6_4,Fiji,Oceania ,D4,ST3,39,2006,33,emm33.0,Blood,Arthritis,1,Lees et al 2016 (26),,GCA_900992995,12,1753991,245037,255,,ERS140285,1350000,100,33,35.7,73
20139V1I1,8113_6_40,Fiji,Oceania ,E4,ST996,27,2006,77,emm77.0,Blood,Pneumonia,1,Lees et al 2016 (26),,GCA_900993015,17,1748473,243553,244,,ERS140321,1350000,100,33,35.8,73
20148V1I1,8113_6_41,Fiji,Oceania ,E2,ST140,78,2006,106,emm106.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993025,17,1713540,195809,249,,ERS140539,1350000,100,33,35.7,73
20170V1I1,8113_6_42,Fiji,Oceania ,E4,ST202,103,2006,22,emm22.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900993035,22,1761753,184090,243,,ERS140323,1350000,100,33,35.8,73
20174V1I1,8113_6_43,Fiji,Oceania ,E3,ST320,26,2006,82,emm82.1,Blood,Arthritis,1,Lees et al 2016 (26),,GCA_900993045,22,1778014,143591,243,,ERS140324,1350000,100,33,35.9,73
20178V1I1,8113_6_44,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993065,18,1787181,243827,238,,ERS140473,1350000,100,33,35.9,73
20183V1I1,8113_6_45,Fiji,Oceania ,M57,ST1025,73,2006,57,emm57.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993055,20,1725939,182042,242,,ERS140326,1350000,100,33,35.8,73
20184V1I1,8113_6_46,Fiji,Oceania ,E6,ST468,72,2006,75,emm75.1,Blood,Necrotising fasciitis,1,Lees et al 2016 (26),,GCA_900993085,17,1830423,248858,256,,ERS140327,1350000,100,33,35.8,73
20232V1I1,8113_6_47,Fiji,Oceania ,D4,ST182,18,2006,101,emm101.0,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900993075,20,1720670,171418,263,,ERS140474,1350000,100,33,35.8,73
20237V1I1,8113_6_48,Fiji,Oceania ,E6,ST297,100,2006,63,emm63.3,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993095,22,1896804,282131,265,,ERS140329,1350000,100,33,35.7,73
20242V1I1,8113_6_49,Fiji,Oceania ,M19,ST616,29,2006,19,emm19.4,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993115,35,1753890,209462,249,,ERS140330,1350000,100,33,35.9,73
20012V1I1,8113_6_5,Fiji,Oceania ,E6,ST129,20,2006,65,emm65.4,Soft tissue,iGAS,1,Lees et al 2016 (26),,GCA_900993105,19,1706307,187043,256,,ERS140518,1350000,100,33,35.8,73
30083V1T1,8113_6_51,Fiji,Oceania ,D4,ST963,58,2006,86,emm86.2,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993125,15,1719185,169884,272,,ERS140332,1350000,100,33,35.8,73
30085V1T1,8113_6_52,Fiji,Oceania ,E4,ST1013,52,2006,232,emm232.1,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993135,25,1712097,164031,249,,ERS140333,1350000,100,33,35.8,73
30108V1T1,8113_6_53,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993145,16,1738988,269983,249,,ERS140476,1350000,100,33,35.8,73
30109V1T1,8113_6_54,Fiji,Oceania ,E2,ST1026,74,2006,92,emm92.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993155,9,1740158,280423,253,,ERS140335,1350000,100,33,35.7,73
30124V1T1,8113_6_55,Fiji,Oceania ,E2,ST1026,74,2006,92,emm92.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993175,9,1741274,280549,245,,ERS140336,1350000,100,33,35.8,73
30164V1T1,8113_6_56,Fiji,Oceania ,M105,ST954,42,2006,105,emm105.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993185,19,1762458,172700,247,,ERS140477,1350000,100,33,35.7,73
30178V1T1,8113_6_58,Fiji,Oceania ,D3,ST325,54,2006,123,emm123.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993165,18,1733040,177697,254,,ERS140339,1350000,100,33,35.8,73
30227V1T1,8113_6_59,Fiji,Oceania ,E4,ST1013,52,2006,232,emm232.1,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993215,26,1711902,163704,272,,ERS140524,1350000,100,33,35.8,73
20018V1I1,8113_6_6,Fiji,Oceania ,E3,ST541,4,2006,87,emm87.0,Blood,Necrotising fasciitis,1,Lees et al 2016 (26),,GCA_900993205,31,1718577,124372,254,,ERS140287,1350000,100,33,35.8,73
30237V1T1,8113_6_60,Fiji,Oceania ,D4,ST963,58,2006,86,emm86.2,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993195,20,1759173,169912,244,,ERS140341,1350000,100,33,35.8,73
30239V1T1,8113_6_61,Fiji,Oceania ,A-C3,ST867,49,2006,238,emm238.2,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993235,23,1690216,192664,243,,ERS140342,1300210,100,33,35.8,70
31002V1T1,8113_6_62,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993225,18,1702309,216192,262,,ERS140479,1350000,100,33,35.8,73
31138V1T1,8113_6_63,Fiji,Oceania ,E1,ST1027,90,2006,4,emm4.5,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993245,23,1866939,167980,250,,ERS140344,1350000,100,33,35.7,73
31150V1T1,8113_6_64,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993255,15,1702208,235773,248,,ERS140345,1350000,100,33,35.8,73
31168V1T1,8113_6_65,Fiji,Oceania ,D4,ST182,18,2006,101,emm101.0,Throat,Pharyngitis,0,Lees et al 2016 (26),,GCA_900993265,20,1761706,171369,247,,ERS140480,1350000,100,33,35.7,73
20019V1I1,8113_6_7,Fiji,Oceania ,E1,ST193,80,2006,60,emm60.7,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993275,20,1799772,186105,249,,ERS140288,1350000,100,33,35.9,73
20025V1I1,8113_6_8,Fiji,Oceania ,D4,ST1028,58,2006,86,emm86.2,Blood,Arthritis,1,Lees et al 2016 (26),,GCA_900993325,15,1763851,197796,255,,ERS140461,1350000,100,33,35.8,73
31001V5S1,8113_6_84,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993355,24,1734782,248995,244,,ERS140365,1350000,100,33,35.8,73
31002V5S1,8113_6_85,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993375,24,1738936,243801,276,,ERS140366,1350000,100,33,35.8,73
31004V6S1,8113_6_87,Fiji,Oceania ,E3,ST433,15,2006,49,emm49.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993385,26,1817360,127909,236,,ERS140368,1350000,100,33,35.9,73
31005V6S1,8113_6_88,Fiji,Oceania ,A-C4,ST268,38,2006,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993395,30,1811704,214679,241,,ERS140369,1350000,100,33,35.7,73
31006V5S1,8113_6_89,Fiji,Oceania ,E3,ST327,47,2006,103,emm103.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993405,23,1782702,207284,240,,ERS140488,1350000,100,33,35.8,73
20027V1I1,8113_6_9,Fiji,Oceania ,E2,ST515,85,2006,110,emm110.0,Blood,Bacteremia,1,Lees et al 2016 (26),,GCA_900993415,25,1780090,114621,259,,ERS140290,1350000,100,33,35.7,73
31009V5S1,8113_6_90,Fiji,Oceania ,E3,ST433,15,2006,49,emm49.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993425,27,1817722,127917,244,,ERS140371,1350000,100,33,35.8,73
31022V5S1,8113_6_91,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993435,18,1738584,249080,251,,ERS140372,1350000,100,33,35.9,73
31038V6S1,8113_6_92,Fiji,Oceania ,E3,ST327,47,2006,103,emm103.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993445,28,1782899,168059,248,,ERS140489,1350000,100,33,35.8,73
31039V5S1,8113_6_93,Fiji,Oceania ,E3,ST433,15,2006,49,emm49.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993455,28,1816448,127820,240,,ERS140374,1350000,100,33,35.9,73
31039V6S1,8113_6_94,Fiji,Oceania ,D4,ST814,25,2006,93,emm93.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993475,13,1671407,225625,235,,ERS140375,1350000,100,33,35.8,73
31042V5S1,8113_6_95,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993465,15,1704335,216435,246,,ERS140541,1350000,100,33,35.8,73
31043V6S1,8113_6_96,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900993485,19,1703439,217395,242,,ERS140377,1350000,100,33,35.7,73
31046V5S1,8113_7_1,Fiji,Oceania ,E3,ST320,26,2006,82,emm82.1,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988125,22,1777682,143580,245,,ERS140378,1350000,100,33,36.1,73
31072V6S2,8113_7_10,Fiji,Oceania ,D4,ST3,39,2006,33,emm33.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988135,16,1753519,222361,257,,ERS140387,1350000,100,33,36.1,73
31073V5S1,8113_7_11,Fiji,Oceania ,E2,ST353,70,2006,76,emm76.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988145,16,1726456,289376,255,,ERS140494,1350000,100,33,36,73
31075V5S1,8113_7_12,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988155,16,1702968,216202,244,,ERS140389,1350000,100,33,36,73
31086V5S1,8113_7_13,Fiji,Oceania ,E6,ST129,20,2006,65,emm65.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988175,19,1760384,176828,242,,ERS140390,1350000,100,33,36.1,73
31090V5S1,8113_7_14,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988165,17,1734690,243768,246,,ERS140495,1350000,100,33,36,73
31097V5S1,8113_7_15,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988185,17,1703196,217395,245,,ERS140392,1350000,100,33,36.1,73
31107V5S1,8113_7_16,Fiji,Oceania ,E6,ST129,20,2006,65,emm65.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988195,20,1703398,181399,238,,ERS140393,1350000,100,33,36.2,73
31108V5S1,8113_7_17,Fiji,Oceania ,D4,ST814,25,2006,93,emm93.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988225,14,1672165,385546,242,,ERS140530,1350000,100,33,36.1,73
31113V5S1,8113_7_18,Fiji,Oceania ,M74,ST120,9,2006,74,emm74.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988205,24,1748083,243490,250,,ERS140395,1350000,100,33,36,73
31114V5S1,8113_7_19,Fiji,Oceania ,A-C4,ST268,38,2006,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988215,25,1812665,215437,246,,ERS140396,1350000,100,33,35.9,73
31049V5S1,8113_7_2,Fiji,Oceania ,E6,ST129,20,2006,65,emm65.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988235,22,1760139,176814,255,,ERS140491,1350000,100,33,36,73
31114V6S1,8113_7_20,Fiji,Oceania ,E3,ST327,47,2006,103,emm103.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988245,21,1782135,162868,243,,ERS140497,1350000,100,33,36.1,73
31126V5S1,8113_7_21,Fiji,Oceania ,E6,ST129,20,2006,65,emm65.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988255,21,1760278,181455,256,,ERS140398,1350000,100,33,36.1,73
31128V6S1,8113_7_22,Fiji,Oceania ,D4,ST10,13,2006,70,emm70.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988265,25,1795090,239904,251,,ERS140399,1350000,100,33,36.1,73
31134V5S1,8113_7_24,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988285,18,1738999,279371,237,,ERS140401,1350000,100,33,36.2,73
31136V5S1,8113_7_25,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988275,12,1735524,223188,260,,ERS140402,1350000,100,33,36,73
31136V6S1,8113_7_26,Fiji,Oceania ,A-C4,ST268,38,2006,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988325,28,1811923,214190,263,,ERS140542,1350000,100,33,35.8,73
31138V6S1,8113_7_27,Fiji,Oceania ,A-C4,ST268,38,2006,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988295,27,1812261,214665,252,,ERS140404,1350000,100,33,36.1,73
31142V6S1,8113_7_28,Fiji,Oceania ,D4,ST814,25,2006,93,emm93.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988335,11,1671591,259695,250,,ERS140405,1350000,100,33,35.9,73
31144V6S1,8113_7_29,Fiji,Oceania ,M105,ST954,42,2006,105,emm105.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988305,28,1763364,167265,273,,ERS140500,1038886,100,33,36,56
31049V5S2,8113_7_3,Fiji,Oceania ,D4,ST10,13,2006,70,emm70.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988315,33,1796182,238475,250,,ERS140380,1350000,100,33,36,73
31145V5S1,8113_7_30,Fiji,Oceania ,D4,ST814,25,2006,93,emm93.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988345,12,1671384,259661,262,,ERS140407,1350000,100,33,36,73
31154V5S1,8113_7_31,Fiji,Oceania ,E1,ST1027,90,2006,4,emm4.5,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988355,23,1867078,165749,260,,ERS140408,1350000,100,33,36,73
31155V6S1,8113_7_32,Fiji,Oceania ,D4,ST115,21,2006,56,emm56.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988365,17,1736427,219709,264,,ERS140501,1350000,100,33,36.1,73
31158V5S1,8113_7_33,Fiji,Oceania ,E3,ST433,15,2006,49,emm49.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988375,28,1817135,134299,252,,ERS140410,1350000,100,33,36,73
31163V5S1,8113_7_34,Fiji,Oceania ,D4,ST10,13,2006,70,emm70.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988395,32,1796085,238476,266,,ERS140411,1350000,100,33,36.1,73
31165V6S1,8113_7_35,Fiji,Oceania ,A-C4,ST268,38,2006,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988385,27,1811917,214188,259,,ERS140532,1350000,100,33,36,73
31168V5S1,8113_7_36,Fiji,Oceania ,A-C4,ST268,38,2006,39,emm39.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988415,28,1811881,214774,245,,ERS140413,1350000,100,33,36,73
31170V5S1,8113_7_37,Fiji,Oceania ,D4,ST814,25,2006,93,emm93.4,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988405,11,1671674,240231,255,,ERS140414,1350000,100,33,36,73
41095V1S1,8113_7_38,Fiji,Oceania ,E6,ST297,100,2006,63,emm63.3,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988425,35,1936394,182438,251,,ERS140503,1350000,100,33,36,73
41126V1S1,8113_7_39,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988455,20,1738684,243906,257,,ERS140416,1350000,100,33,35.9,73
31050V6S1,8113_7_4,Fiji,Oceania ,E4,ST957,43,2006,73,emm73.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988435,21,1765769,231988,255,,ERS140381,1350000,100,33,36,73
42003V1S1,8113_7_40,Fiji,Oceania ,D2,ST318,23,2006,71,emm71.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988445,29,1729659,194934,250,,ERS140417,1350000,100,33,36.1,73
42023V1S1,8113_7_41,Fiji,Oceania ,M55,ST100,44,2006,55,emm55.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988465,37,1865407,98444,264,,ERS140504,1350000,100,33,36,73
42024V1S1,8113_7_42,Fiji,Oceania ,E6,ST547,5,2006,11,emm11.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988475,23,1739927,243597,268,,ERS140419,1350000,100,33,35.9,73
42028V1S1,8113_7_44,Fiji,Oceania ,D2,ST119,34,2006,100,emm100.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988505,29,1764466,136325,256,,ERS140533,1350000,100,33,36,73
42043V1S1,8113_7_45,Fiji,Oceania ,M74,ST120,9,2006,74,emm74.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988485,21,1748151,243495,248,,ERS140422,1350000,100,33,36,73
42048V1S1,8113_7_46,Fiji,Oceania ,E6,ST995,88,2006,81,emm81.3,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988495,23,1750627,148637,259,,ERS140423,1350000,100,33,36.1,73
42056V1S1a,8113_7_47,Fiji,Oceania ,E3,ST191,17,2006,25,emm25.0,skin sore / abscess / burns / IV Site,Superficial soft tissue infection,0,Lees et al 2016 (26),,GCA_900988515,14,1805874,302061,259,,ERS140506,1350000,100,33,36.1,73
